Summary
Percent correct,98.29070650797671
Percent positive,4.912636110407698
Percent negative,95.0873638895923
Percent positive correct,86.85567010309279
Percent negative correct,98.8814913448735
False positive percentage,1.063560395036718
False negative percentage,0.6457330969865789

Prediction,Target,Variance,,Is correct,False positive,False Negative
0,0,0,,True,0,0
0,0,0,,True,0,0
0,0,0,,True,0,0
0,0,0,,True,0,0
0,0,0,,True,0,0
0,0,0,,True,0,0
0,0,0,,True,0,0
0,0,0,,True,0,0
0,0,0,,True,0,0
0,0,0,,True,0,0
0,0,0,,True,0,0
0,0,0,,True,0,0
1,1,0,,True,0,0
0,0,0,,True,0,0
0,0,0,,True,0,0
0,0,0,,True,0,0
0,0,0,,True,0,0
1,1,0,,True,0,0
0,0,0,,True,0,0
0,0,0,,True,0,0
0,0,0,,True,0,0
0,0,0,,True,0,0
0,1,1,,False,0,1
0,0,1,,True,0,0
0,0,1,,True,0,0
0,0,1,,True,0,0
0,0,1,,True,0,0
0,0,1,,True,0,0
0,0,1,,True,0,0
0,0,1,,True,0,0
0,0,1,,True,0,0
0,0,1,,True,0,0
0,0,1,,True,0,0
0,0,1,,True,0,0
0,0,1,,True,0,0
0,0,1,,True,0,0
0,0,1,,True,0,0
0,0,1,,True,0,0
0,0,1,,True,0,0
0,0,1,,True,0,0
0,0,1,,True,0,0
0,0,1,,True,0,0
0,0,1,,True,0,0
0,0,1,,True,0,0
0,0,1,,True,0,0
1,1,1,,True,0,0
0,0,1,,True,0,0
0,0,1,,True,0,0
0,0,1,,True,0,0
0,0,1,,True,0,0
1,1,1,,True,0,0
0,0,1,,True,0,0
0,0,1,,True,0,0
0,0,1,,True,0,0
0,0,1,,True,0,0
1,1,1,,True,0,0
0,0,1,,True,0,0
0,0,1,,True,0,0
0,0,1,,True,0,0
0,0,1,,True,0,0
0,0,1,,True,0,0
0,0,1,,True,0,0
0,1,2,,False,0,1
0,0,2,,True,0,0
0,0,2,,True,0,0
0,0,2,,True,0,0
0,0,2,,True,0,0
1,1,2,,True,0,0
0,0,2,,True,0,0
0,0,2,,True,0,0
0,0,2,,True,0,0
0,0,2,,True,0,0
1,0,3,,False,1,0
0,0,3,,True,0,0
0,0,3,,True,0,0
0,0,3,,True,0,0
0,0,3,,True,0,0
0,0,3,,True,0,0
0,0,3,,True,0,0
0,0,3,,True,0,0
0,0,3,,True,0,0
0,0,3,,True,0,0
0,0,3,,True,0,0
0,0,3,,True,0,0
0,0,3,,True,0,0
0,0,3,,True,0,0
1,0,4,,False,1,0
1,1,4,,True,0,0
1,1,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
1,1,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
1,1,4,,True,0,0
1,1,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
1,1,4,,True,0,0
1,1,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
1,1,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
1,1,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
1,1,4,,True,0,0
1,1,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
1,1,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
1,1,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
0,0,4,,True,0,0
1,0,5,,False,1,0
0,0,5,,True,0,0
0,0,5,,True,0,0
0,0,5,,True,0,0
0,0,5,,True,0,0
0,0,5,,True,0,0
0,0,5,,True,0,0
0,0,5,,True,0,0
0,0,5,,True,0,0
0,0,5,,True,0,0
0,0,5,,True,0,0
0,0,5,,True,0,0
0,0,5,,True,0,0
0,0,5,,True,0,0
0,0,5,,True,0,0
0,0,5,,True,0,0
0,0,5,,True,0,0
0,0,5,,True,0,0
0,0,5,,True,0,0
0,0,5,,True,0,0
0,0,5,,True,0,0
0,0,5,,True,0,0
0,0,5,,True,0,0
1,0,6,,False,1,0
0,0,6,,True,0,0
0,0,6,,True,0,0
0,0,6,,True,0,0
0,0,6,,True,0,0
0,0,6,,True,0,0
0,0,6,,True,0,0
0,0,6,,True,0,0
0,0,6,,True,0,0
0,0,6,,True,0,0
1,1,6,,True,0,0
0,0,6,,True,0,0
0,0,6,,True,0,0
0,0,6,,True,0,0
0,0,6,,True,0,0
0,0,6,,True,0,0
0,0,6,,True,0,0
0,0,6,,True,0,0
0,0,6,,True,0,0
0,0,6,,True,0,0
0,0,6,,True,0,0
0,0,6,,True,0,0
0,0,6,,True,0,0
0,0,6,,True,0,0
1,1,6,,True,0,0
0,0,6,,True,0,0
0,0,6,,True,0,0
0,0,6,,True,0,0
1,1,6,,True,0,0
0,0,6,,True,0,0
0,0,6,,True,0,0
0,0,6,,True,0,0
1,0,7,,False,1,0
1,1,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
1,1,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
1,1,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
1,1,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,0,7,,True,0,0
0,1,8,,False,0,1
0,0,8,,True,0,0
0,0,8,,True,0,0
0,0,8,,True,0,0
0,0,8,,True,0,0
0,0,8,,True,0,0
1,0,9,,False,1,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
1,1,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,0,9,,True,0,0
0,1,10,,False,0,1
0,0,10,,True,0,0
0,0,10,,True,0,0
0,0,10,,True,0,0
0,0,10,,True,0,0
0,0,10,,True,0,0
0,0,10,,True,0,0
0,0,10,,True,0,0
0,0,10,,True,0,0
0,0,10,,True,0,0
0,0,10,,True,0,0
0,0,10,,True,0,0
0,0,10,,True,0,0
0,0,10,,True,0,0
0,0,10,,True,0,0
0,0,10,,True,0,0
0,0,10,,True,0,0
0,0,10,,True,0,0
0,0,10,,True,0,0
0,0,10,,True,0,0
0,0,10,,True,0,0
0,0,10,,True,0,0
0,0,10,,True,0,0
0,0,10,,True,0,0
0,0,10,,True,0,0
0,0,10,,True,0,0
0,0,10,,True,0,0
1,0,11,,False,1,0
0,0,11,,True,0,0
0,0,11,,True,0,0
0,0,11,,True,0,0
0,0,11,,True,0,0
0,0,11,,True,0,0
0,0,11,,True,0,0
0,0,11,,True,0,0
1,1,11,,True,0,0
0,0,11,,True,0,0
0,0,11,,True,0,0
0,0,11,,True,0,0
0,0,11,,True,0,0
0,0,11,,True,0,0
0,0,11,,True,0,0
1,1,11,,True,0,0
0,0,11,,True,0,0
0,0,11,,True,0,0
0,0,11,,True,0,0
0,0,11,,True,0,0
0,1,12,,False,0,1
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
1,1,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
1,1,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
1,1,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
1,1,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
0,0,12,,True,0,0
1,0,13,,False,1,0
0,0,13,,True,0,0
0,0,13,,True,0,0
1,1,13,,True,0,0
0,0,13,,True,0,0
0,0,13,,True,0,0
1,1,13,,True,0,0
0,0,13,,True,0,0
0,0,13,,True,0,0
0,0,13,,True,0,0
0,0,13,,True,0,0
0,0,13,,True,0,0
0,0,13,,True,0,0
0,0,13,,True,0,0
0,0,13,,True,0,0
1,0,14,,False,1,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
0,0,14,,True,0,0
1,0,15,,False,1,0
0,0,15,,True,0,0
0,0,15,,True,0,0
0,0,15,,True,0,0
0,0,15,,True,0,0
0,0,15,,True,0,0
0,0,15,,True,0,0
0,0,15,,True,0,0
0,0,15,,True,0,0
0,0,15,,True,0,0
0,0,15,,True,0,0
0,0,15,,True,0,0
0,0,15,,True,0,0
0,0,15,,True,0,0
0,0,15,,True,0,0
0,0,15,,True,0,0
0,0,15,,True,0,0
0,0,15,,True,0,0
0,0,15,,True,0,0
0,0,15,,True,0,0
0,0,15,,True,0,0
0,0,15,,True,0,0
0,0,15,,True,0,0
0,0,15,,True,0,0
0,0,15,,True,0,0
0,0,15,,True,0,0
0,0,15,,True,0,0
0,0,15,,True,0,0
0,0,15,,True,0,0
0,0,15,,True,0,0
0,0,15,,True,0,0
0,0,15,,True,0,0
0,0,15,,True,0,0
0,0,15,,True,0,0
0,0,15,,True,0,0
0,0,15,,True,0,0
0,0,15,,True,0,0
0,0,15,,True,0,0
0,0,15,,True,0,0
0,0,15,,True,0,0
0,0,15,,True,0,0
0,0,15,,True,0,0
0,0,15,,True,0,0
0,0,15,,True,0,0
0,0,15,,True,0,0
0,0,15,,True,0,0
1,0,16,,False,1,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
1,1,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
1,1,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
1,1,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
1,1,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
1,1,16,,True,0,0
0,0,16,,True,0,0
1,1,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
1,1,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
1,1,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
0,0,16,,True,0,0
1,0,17,,False,1,0
0,0,17,,True,0,0
0,0,17,,True,0,0
0,0,17,,True,0,0
0,0,17,,True,0,0
1,1,17,,True,0,0
0,0,17,,True,0,0
0,0,17,,True,0,0
1,1,17,,True,0,0
0,0,17,,True,0,0
0,0,17,,True,0,0
1,0,18,,False,1,0
1,1,18,,True,0,0
0,0,18,,True,0,0
0,0,18,,True,0,0
0,0,18,,True,0,0
0,0,18,,True,0,0
0,0,18,,True,0,0
0,0,18,,True,0,0
1,1,18,,True,0,0
0,0,18,,True,0,0
1,1,18,,True,0,0
0,0,18,,True,0,0
0,0,18,,True,0,0
0,0,18,,True,0,0
0,0,18,,True,0,0
0,0,18,,True,0,0
0,0,18,,True,0,0
1,1,18,,True,0,0
0,0,18,,True,0,0
1,1,18,,True,0,0
1,1,18,,True,0,0
0,0,18,,True,0,0
0,0,18,,True,0,0
0,0,18,,True,0,0
0,0,18,,True,0,0
0,0,18,,True,0,0
0,0,18,,True,0,0
0,0,18,,True,0,0
0,0,18,,True,0,0
0,0,18,,True,0,0
0,0,18,,True,0,0
1,1,18,,True,0,0
0,0,18,,True,0,0
0,0,18,,True,0,0
0,0,18,,True,0,0
0,0,18,,True,0,0
0,0,18,,True,0,0
0,0,18,,True,0,0
0,0,18,,True,0,0
0,0,18,,True,0,0
0,0,18,,True,0,0
1,1,18,,True,0,0
1,1,18,,True,0,0
0,0,18,,True,0,0
1,1,18,,True,0,0
0,0,18,,True,0,0
0,0,18,,True,0,0
0,0,18,,True,0,0
1,1,18,,True,0,0
0,1,19,,False,0,1
1,1,19,,True,0,0
1,1,19,,True,0,0
0,0,19,,True,0,0
1,1,19,,True,0,0
0,0,19,,True,0,0
0,0,19,,True,0,0
1,1,19,,True,0,0
0,0,19,,True,0,0
0,0,19,,True,0,0
0,0,19,,True,0,0
0,0,19,,True,0,0
0,0,19,,True,0,0
0,0,19,,True,0,0
0,0,19,,True,0,0
0,0,19,,True,0,0
0,0,19,,True,0,0
1,1,19,,True,0,0
0,0,19,,True,0,0
0,0,19,,True,0,0
0,0,19,,True,0,0
0,0,19,,True,0,0
1,1,19,,True,0,0
0,0,19,,True,0,0
0,0,19,,True,0,0
0,0,19,,True,0,0
0,0,19,,True,0,0
0,0,19,,True,0,0
0,0,19,,True,0,0
0,0,19,,True,0,0
0,0,19,,True,0,0
0,0,19,,True,0,0
1,1,19,,True,0,0
0,0,19,,True,0,0
1,1,19,,True,0,0
0,0,19,,True,0,0
0,0,19,,True,0,0
0,0,19,,True,0,0
0,0,19,,True,0,0
0,0,19,,True,0,0
0,0,19,,True,0,0
0,0,19,,True,0,0
0,0,19,,True,0,0
0,0,19,,True,0,0
0,1,20,,False,0,1
0,0,20,,True,0,0
0,0,20,,True,0,0
0,0,20,,True,0,0
0,0,20,,True,0,0
0,0,20,,True,0,0
0,0,20,,True,0,0
0,0,20,,True,0,0
0,0,20,,True,0,0
0,0,20,,True,0,0
0,0,20,,True,0,0
0,0,20,,True,0,0
0,0,20,,True,0,0
0,0,20,,True,0,0
0,0,20,,True,0,0
0,0,20,,True,0,0
0,0,20,,True,0,0
0,0,20,,True,0,0
0,0,20,,True,0,0
0,0,20,,True,0,0
0,0,20,,True,0,0
0,0,20,,True,0,0
0,0,20,,True,0,0
0,0,20,,True,0,0
0,0,20,,True,0,0
0,0,20,,True,0,0
0,0,20,,True,0,0
0,1,21,,False,0,1
0,0,21,,True,0,0
1,1,21,,True,0,0
0,0,21,,True,0,0
0,0,21,,True,0,0
0,0,21,,True,0,0
0,0,21,,True,0,0
1,1,21,,True,0,0
0,0,21,,True,0,0
0,0,21,,True,0,0
1,1,21,,True,0,0
0,0,21,,True,0,0
0,0,21,,True,0,0
0,0,21,,True,0,0
0,0,21,,True,0,0
0,0,21,,True,0,0
0,0,21,,True,0,0
0,0,21,,True,0,0
0,0,21,,True,0,0
1,1,21,,True,0,0
1,1,21,,True,0,0
1,1,21,,True,0,0
0,0,21,,True,0,0
0,0,21,,True,0,0
0,0,21,,True,0,0
0,0,21,,True,0,0
0,1,22,,False,0,1
0,0,22,,True,0,0
0,0,22,,True,0,0
0,0,22,,True,0,0
0,0,22,,True,0,0
0,0,22,,True,0,0
